subject,type,label
http://purl.obolibrary.org/obo/OBI_0002338,http://www.w3.org/2002/07/owl#NamedIndividual,Stage IIIB (FIGO)
http://purl.obolibrary.org/obo/OBI_0002339,http://purl.obolibrary.org/obo/OBI_0002326,Stage IVA (FIGO)
http://purl.obolibrary.org/obo/OBI_0002339,http://www.w3.org/2002/07/owl#NamedIndividual,Stage IVA (FIGO)
http://purl.obolibrary.org/obo/OBI_0002340,http://purl.obolibrary.org/obo/OBI_0002326,Stage IVB (FIGO)
http://purl.obolibrary.org/obo/OBI_0002340,http://www.w3.org/2002/07/owl#NamedIndividual,Stage IVB (FIGO)
http://purl.obolibrary.org/obo/OBI_0002341,http://www.w3.org/2002/07/owl#Class,International Federation of Gynecology and Obstetrics ovarian cancer stage value specification
http://purl.obolibrary.org/obo/OBI_0002342,http://purl.obolibrary.org/obo/OBI_0002341,Stage 1 (FIGO)
http://purl.obolibrary.org/obo/OBI_0002342,http://www.w3.org/2002/07/owl#NamedIndividual,Stage 1 (FIGO)
http://purl.obolibrary.org/obo/OBI_0002343,http://purl.obolibrary.org/obo/OBI_0002341,Stage 1A (FIGO)
http://purl.obolibrary.org/obo/OBI_0002343,http://www.w3.org/2002/07/owl#NamedIndividual,Stage 1A (FIGO)
http://purl.obolibrary.org/obo/OBI_0002344,http://purl.obolibrary.org/obo/OBI_0002341,Stage 1B (FIGO)
http://purl.obolibrary.org/obo/OBI_0002344,http://www.w3.org/2002/07/owl#NamedIndividual,Stage 1B (FIGO)
http://purl.obolibrary.org/obo/OBI_0002345,http://purl.obolibrary.org/obo/OBI_0002341,Stage 1C (FIGO)
http://purl.obolibrary.org/obo/OBI_0002345,http://www.w3.org/2002/07/owl#NamedIndividual,Stage 1C (FIGO)
http://purl.obolibrary.org/obo/OBI_0002346,http://purl.obolibrary.org/obo/OBI_0002341,Stage 2 (FIGO)
http://purl.obolibrary.org/obo/OBI_0002346,http://www.w3.org/2002/07/owl#NamedIndividual,Stage 2 (FIGO)
http://purl.obolibrary.org/obo/OBI_0002347,http://purl.obolibrary.org/obo/OBI_0002341,Stage 2A (FIGO)
http://purl.obolibrary.org/obo/OBI_0002347,http://www.w3.org/2002/07/owl#NamedIndividual,Stage 2A (FIGO)
http://purl.obolibrary.org/obo/OBI_0002348,http://purl.obolibrary.org/obo/OBI_0002341,Stage 2B (FIGO)
http://purl.obolibrary.org/obo/OBI_0002348,http://www.w3.org/2002/07/owl#NamedIndividual,Stage 2B (FIGO)
http://purl.obolibrary.org/obo/OBI_0002349,http://purl.obolibrary.org/obo/OBI_0002341,Stage 2C (FIGO)
http://purl.obolibrary.org/obo/OBI_0002349,http://www.w3.org/2002/07/owl#NamedIndividual,Stage 2C (FIGO)
http://purl.obolibrary.org/obo/OBI_0002350,http://purl.obolibrary.org/obo/OBI_0002341,Stage 3 (FIGO)
http://purl.obolibrary.org/obo/OBI_0002350,http://www.w3.org/2002/07/owl#NamedIndividual,Stage 3 (FIGO)
http://purl.obolibrary.org/obo/OBI_0002351,http://purl.obolibrary.org/obo/OBI_0002341,Stage 3A (FIGO)
http://purl.obolibrary.org/obo/OBI_0002351,http://www.w3.org/2002/07/owl#NamedIndividual,Stage 3A (FIGO)
http://purl.obolibrary.org/obo/OBI_0002352,http://purl.obolibrary.org/obo/OBI_0002341,Stage 3B (FIGO)
http://purl.obolibrary.org/obo/OBI_0002352,http://www.w3.org/2002/07/owl#NamedIndividual,Stage 3B (FIGO)
http://purl.obolibrary.org/obo/OBI_0002353,http://purl.obolibrary.org/obo/OBI_0002341,Stage 3C (FIGO)
http://purl.obolibrary.org/obo/OBI_0002353,http://www.w3.org/2002/07/owl#NamedIndividual,Stage 3C (FIGO)
http://purl.obolibrary.org/obo/OBI_0002354,http://purl.obolibrary.org/obo/OBI_0002341,Stage 4 (FIGO)
http://purl.obolibrary.org/obo/OBI_0002354,http://www.w3.org/2002/07/owl#NamedIndividual,Stage 4 (FIGO)
http://purl.obolibrary.org/obo/OBI_0002355,http://purl.obolibrary.org/obo/OBI_0002341,Stage Unknown (FIGO)
http://purl.obolibrary.org/obo/OBI_0002355,http://www.w3.org/2002/07/owl#NamedIndividual,Stage Unknown (FIGO)
http://purl.obolibrary.org/obo/OBI_0002356,http://www.w3.org/2002/07/owl#Class,performance status value specification
http://purl.obolibrary.org/obo/OBI_0002357,http://www.w3.org/2002/07/owl#Class,Eastern Cooperative Oncology Group score value specification
http://purl.obolibrary.org/obo/OBI_0002358,http://purl.obolibrary.org/obo/OBI_0002357,3: symptomatic in bed more than 50% of the day but not bed ridden
http://purl.obolibrary.org/obo/OBI_0002358,http://www.w3.org/2002/07/owl#NamedIndividual,3: symptomatic in bed more than 50% of the day but not bed ridden
http://purl.obolibrary.org/obo/OBI_0002359,http://purl.obolibrary.org/obo/OBI_0002357,2: symptomatic but in bed less than 50% of the day
http://purl.obolibrary.org/obo/OBI_0002359,http://www.w3.org/2002/07/owl#NamedIndividual,2: symptomatic but in bed less than 50% of the day
http://purl.obolibrary.org/obo/OBI_0002360,http://purl.obolibrary.org/obo/OBI_0002357,4: bed ridden
http://purl.obolibrary.org/obo/OBI_0002360,http://www.w3.org/2002/07/owl#NamedIndividual,4: bed ridden
http://purl.obolibrary.org/obo/OBI_0002361,http://purl.obolibrary.org/obo/OBI_0002357,0: asymptomatic
http://purl.obolibrary.org/obo/OBI_0002361,http://www.w3.org/2002/07/owl#NamedIndividual,0: asymptomatic
http://purl.obolibrary.org/obo/OBI_0002362,http://purl.obolibrary.org/obo/OBI_0002357,1: symptomatic but fully ambulatory
http://purl.obolibrary.org/obo/OBI_0002362,http://www.w3.org/2002/07/owl#NamedIndividual,1: symptomatic but fully ambulatory
http://purl.obolibrary.org/obo/OBI_0002363,http://www.w3.org/2002/07/owl#Class,Karnofsky score vaue specification
http://purl.obolibrary.org/obo/OBI_0002364,http://purl.obolibrary.org/obo/OBI_0002363,100: asymptomatic
http://purl.obolibrary.org/obo/OBI_0002364,http://www.w3.org/2002/07/owl#NamedIndividual,100: asymptomatic
http://purl.obolibrary.org/obo/OBI_0002365,http://purl.obolibrary.org/obo/OBI_0002363,80-90: symptomatic but fully ambulatory
http://purl.obolibrary.org/obo/OBI_0002365,http://www.w3.org/2002/07/owl#NamedIndividual,80-90: symptomatic but fully ambulatory
http://purl.obolibrary.org/obo/OBI_0002366,http://purl.obolibrary.org/obo/OBI_0002363,60-70: symptomatic but in bed less than 50% of the day
http://purl.obolibrary.org/obo/OBI_0002366,http://www.w3.org/2002/07/owl#NamedIndividual,60-70: symptomatic but in bed less than 50% of the day
http://purl.obolibrary.org/obo/OBI_0002367,http://purl.obolibrary.org/obo/OBI_0002363,"40-50: symptomatic, in bed more than 50% of the day, but not bed ridden"
http://purl.obolibrary.org/obo/OBI_0002367,http://www.w3.org/2002/07/owl#NamedIndividual,"40-50: symptomatic, in bed more than 50% of the day, but not bed ridden"
http://purl.obolibrary.org/obo/OBI_0002755,_:b51,Oxford Nanopore Technologies
http://purl.obolibrary.org/obo/OBI_0002755,http://purl.obolibrary.org/obo/OBI_0000245,Oxford Nanopore Technologies
http://purl.obolibrary.org/obo/OBI_0002755,http://www.w3.org/2002/07/owl#NamedIndividual,Oxford Nanopore Technologies
http://purl.obolibrary.org/obo/OBI_0002815,http://www.w3.org/2002/07/owl#DatatypeProperty,has representation
http://purl.obolibrary.org/obo/OBI_0002903,_:b52,BioGents
http://purl.obolibrary.org/obo/OBI_0002903,http://purl.obolibrary.org/obo/OBI_0000245,BioGents
http://purl.obolibrary.org/obo/OBI_0002903,http://www.w3.org/2002/07/owl#NamedIndividual,BioGents
http://purl.obolibrary.org/obo/OBI_0100026,http://www.w3.org/2002/07/owl#Class,organism
http://purl.obolibrary.org/obo/OBI_0100051,http://www.w3.org/2002/07/owl#Class,specimen
http://purl.obolibrary.org/obo/OBI_0200000,http://www.w3.org/2002/07/owl#Class,data transformation
http://purl.obolibrary.org/obo/OBI_0200033,http://www.w3.org/2002/07/owl#Class,leave one out cross validation method
http://purl.obolibrary.org/obo/OBI_0200041,http://www.w3.org/2002/07/owl#Class,k-means clustering
http://purl.obolibrary.org/obo/OBI_0200042,http://www.w3.org/2002/07/owl#Class,hierarchical clustering
http://purl.obolibrary.org/obo/OBI_0200050,http://www.w3.org/2002/07/owl#Class,dimensionality reduction
http://purl.obolibrary.org/obo/OBI_0200051,http://www.w3.org/2002/07/owl#Class,principal components analysis dimensionality reduction
http://purl.obolibrary.org/obo/OBI_0200111,http://www.w3.org/2002/07/owl#Class,data visualization
http://purl.obolibrary.org/obo/OBI_0200166,http://www.w3.org/2002/07/owl#Class,data transformation objective
http://purl.obolibrary.org/obo/OBI_0200171,http://www.w3.org/2002/07/owl#Class,partitioning data transformation
http://purl.obolibrary.org/obo/OBI_0200172,http://www.w3.org/2002/07/owl#Class,partitioning objective
http://purl.obolibrary.org/obo/OBI_0200175,http://www.w3.org/2002/07/owl#Class,class discovery data transformation
http://purl.obolibrary.org/obo/OBI_0200178,http://www.w3.org/2002/07/owl#Class,class discovery objective
http://purl.obolibrary.org/obo/OBI_0200179,http://www.w3.org/2002/07/owl#Class,class prediction objective
http://purl.obolibrary.org/obo/OBI_0200188,http://www.w3.org/2002/07/owl#Class,cross validation objective
http://purl.obolibrary.org/obo/OBI_0200190,http://www.w3.org/2002/07/owl#Class,clustered data visualization
http://purl.obolibrary.org/obo/PATO_0000186,http://www.w3.org/2002/07/owl#Class,behavioral quality
http://purl.obolibrary.org/obo/PATO_0001241,http://www.w3.org/2002/07/owl#Class,physical object quality
http://purl.obolibrary.org/obo/PATO_0001995,http://www.w3.org/2002/07/owl#Class,organismal quality
http://purl.obolibrary.org/obo/PATO_0002201,http://www.w3.org/2002/07/owl#Class,handedness
http://purl.obolibrary.org/obo/PATO_0002202,http://www.w3.org/2002/07/owl#Class,left handedness
http://purl.obolibrary.org/obo/PATO_0002203,http://www.w3.org/2002/07/owl#Class,right handedness
http://purl.obolibrary.org/obo/PATO_0002204,http://www.w3.org/2002/07/owl#Class,ambidextrous handedness
http://purl.obolibrary.org/obo/RO_0000052,http://www.w3.org/2002/07/owl#ObjectProperty,inheres in
http://purl.obolibrary.org/obo/RO_0000053,http://www.w3.org/2002/07/owl#ObjectProperty,bearer of
http://purl.obolibrary.org/obo/RO_0000056,http://www.w3.org/2002/07/owl#ObjectProperty,participates in
http://purl.obolibrary.org/obo/RO_0000057,http://www.w3.org/2002/07/owl#ObjectProperty,has participant
http://purl.obolibrary.org/obo/RO_0000057,http://www.w3.org/2002/07/owl#ObjectProperty,has_participant
http://purl.obolibrary.org/obo/RO_0000057,http://www.w3.org/2002/07/owl#ObjectProperty,has_participant
http://purl.obolibrary.org/obo/RO_0000058,http://www.w3.org/2002/07/owl#ObjectProperty,is concretized as
http://purl.obolibrary.org/obo/RO_0000059,http://www.w3.org/2002/07/owl#ObjectProperty,concretizes
http://purl.obolibrary.org/obo/RO_0000079,http://www.w3.org/2002/07/owl#ObjectProperty,function of
http://purl.obolibrary.org/obo/RO_0000080,http://www.w3.org/2002/07/owl#ObjectProperty,quality of
http://purl.obolibrary.org/obo/RO_0000081,http://www.w3.org/2002/07/owl#ObjectProperty,role of
http://purl.obolibrary.org/obo/RO_0000085,http://www.w3.org/2002/07/owl#ObjectProperty,has function
http://purl.obolibrary.org/obo/RO_0000086,http://www.w3.org/2002/07/owl#ObjectProperty,has quality
http://purl.obolibrary.org/obo/RO_0000087,http://www.w3.org/2002/07/owl#ObjectProperty,has role
http://purl.obolibrary.org/obo/RO_0002013,http://www.w3.org/2002/07/owl#ObjectProperty,has regulatory component activity
http://purl.obolibrary.org/obo/RO_0002014,http://www.w3.org/2002/07/owl#ObjectProperty,has negative regulatory component activity
http://purl.obolibrary.org/obo/RO_0002015,http://www.w3.org/2002/07/owl#ObjectProperty,has positive regulatory component activity
http://purl.obolibrary.org/obo/RO_0002017,http://www.w3.org/2002/07/owl#ObjectProperty,has component activity
http://purl.obolibrary.org/obo/RO_0002018,http://www.w3.org/2002/07/owl#ObjectProperty,has component process
http://purl.obolibrary.org/obo/RO_0002022,http://www.w3.org/2002/07/owl#ObjectProperty,directly regulated by
http://purl.obolibrary.org/obo/RO_0002023,http://www.w3.org/2002/07/owl#ObjectProperty,directly negatively regulated by
http://purl.obolibrary.org/obo/RO_0002024,http://www.w3.org/2002/07/owl#ObjectProperty,directly positively regulated by
http://purl.obolibrary.org/obo/RO_0002025,http://www.w3.org/2002/07/owl#FunctionalProperty,has effector activity
http://purl.obolibrary.org/obo/RO_0002025,http://www.w3.org/2002/07/owl#ObjectProperty,has effector activity
http://purl.obolibrary.org/obo/RO_0002086,http://www.w3.org/2002/07/owl#ObjectProperty,ends after
http://purl.obolibrary.org/obo/RO_0002086,http://www.w3.org/2002/07/owl#TransitiveProperty,ends after
http://purl.obolibrary.org/obo/RO_0002087,http://www.w3.org/2002/07/owl#ObjectProperty,immediately preceded by
http://purl.obolibrary.org/obo/RO_0002090,http://www.w3.org/2002/07/owl#ObjectProperty,immediately precedes
http://purl.obolibrary.org/obo/RO_0002131,http://www.w3.org/2002/07/owl#ObjectProperty,overlaps
http://purl.obolibrary.org/obo/RO_0002180,http://www.w3.org/2002/07/owl#ObjectProperty,has component
http://purl.obolibrary.org/obo/RO_0002211,http://www.w3.org/2002/07/owl#ObjectProperty,regulates
http://purl.obolibrary.org/obo/RO_0002211,http://www.w3.org/2002/07/owl#TransitiveProperty,regulates
http://purl.obolibrary.org/obo/RO_0002212,http://www.w3.org/2002/07/owl#ObjectProperty,negatively regulates
http://purl.obolibrary.org/obo/RO_0002213,http://www.w3.org/2002/07/owl#ObjectProperty,positively regulates
http://purl.obolibrary.org/obo/RO_0002213,http://www.w3.org/2002/07/owl#TransitiveProperty,positively regulates
http://purl.obolibrary.org/obo/RO_0002215,http://www.w3.org/2002/07/owl#ObjectProperty,capable of
http://purl.obolibrary.org/obo/RO_0002216,http://www.w3.org/2002/07/owl#ObjectProperty,capable of part of
http://purl.obolibrary.org/obo/RO_0002222,http://www.w3.org/2002/07/owl#ObjectProperty,temporally related to
http://purl.obolibrary.org/obo/RO_0002233,http://www.w3.org/2002/07/owl#ObjectProperty,has input
http://purl.obolibrary.org/obo/RO_0002262,http://www.w3.org/2002/07/owl#ObjectProperty,has chemical role
http://purl.obolibrary.org/obo/RO_0002263,http://www.w3.org/2002/07/owl#ObjectProperty,acts upstream of
http://purl.obolibrary.org/obo/RO_0002264,http://www.w3.org/2002/07/owl#ObjectProperty,acts upstream of or within
http://purl.obolibrary.org/obo/RO_0002304,http://www.w3.org/2002/07/owl#ObjectProperty,"causally upstream of, positive effect"
http://purl.obolibrary.org/obo/RO_0002305,http://www.w3.org/2002/07/owl#ObjectProperty,"causally upstream of, negative effect"
http://purl.obolibrary.org/obo/RO_0002314,http://www.w3.org/2002/07/owl#ObjectProperty,inheres in part of
http://purl.obolibrary.org/obo/RO_0002323,http://www.w3.org/2002/07/owl#ObjectProperty,mereotopologically related to
http://purl.obolibrary.org/obo/RO_0002327,http://www.w3.org/2002/07/owl#ObjectProperty,enables
http://purl.obolibrary.org/obo/RO_0002328,http://www.w3.org/2002/07/owl#ObjectProperty,functionally related to
http://purl.obolibrary.org/obo/RO_0002329,http://www.w3.org/2002/07/owl#ObjectProperty,part of structure that is capable of
http://purl.obolibrary.org/obo/RO_0002331,http://www.w3.org/2002/07/owl#ObjectProperty,involved in
http://purl.obolibrary.org/obo/RO_0002333,http://www.w3.org/2002/07/owl#ObjectProperty,enabled by
http://purl.obolibrary.org/obo/RO_0002334,http://www.w3.org/2002/07/owl#ObjectProperty,regulated by
http://purl.obolibrary.org/obo/RO_0002334,http://www.w3.org/2002/07/owl#TransitiveProperty,regulated by
http://purl.obolibrary.org/obo/RO_0002335,http://www.w3.org/2002/07/owl#ObjectProperty,negatively regulated by
http://purl.obolibrary.org/obo/RO_0002336,http://www.w3.org/2002/07/owl#ObjectProperty,positively regulated by
http://purl.obolibrary.org/obo/RO_0002350,http://www.w3.org/2002/07/owl#ObjectProperty,member of
http://purl.obolibrary.org/obo/RO_0002351,http://www.w3.org/2002/07/owl#IrreflexiveProperty,has member
http://purl.obolibrary.org/obo/RO_0002351,http://www.w3.org/2002/07/owl#ObjectProperty,has member
http://purl.obolibrary.org/obo/RO_0002352,http://www.w3.org/2002/07/owl#ObjectProperty,input of
http://purl.obolibrary.org/obo/RO_0002404,http://www.w3.org/2002/07/owl#ObjectProperty,causally downstream of
http://purl.obolibrary.org/obo/RO_0002405,http://www.w3.org/2002/07/owl#ObjectProperty,immediately causally downstream of
http://purl.obolibrary.org/obo/RO_0002410,http://www.w3.org/2002/07/owl#ObjectProperty,causally related to
http://purl.obolibrary.org/obo/RO_0002411,http://www.w3.org/2002/07/owl#ObjectProperty,causally upstream of
http://purl.obolibrary.org/obo/RO_0002411,http://www.w3.org/2002/07/owl#TransitiveProperty,causally upstream of
http://purl.obolibrary.org/obo/RO_0002412,http://www.w3.org/2002/07/owl#ObjectProperty,immediately causally upstream of
http://purl.obolibrary.org/obo/RO_0002418,http://www.w3.org/2002/07/owl#ObjectProperty,causally upstream of or within
http://purl.obolibrary.org/obo/RO_0002418,http://www.w3.org/2002/07/owl#TransitiveProperty,causally upstream of or within
http://purl.obolibrary.org/obo/RO_0002427,http://www.w3.org/2002/07/owl#ObjectProperty,causally downstream of or within
http://purl.obolibrary.org/obo/RO_0002427,http://www.w3.org/2002/07/owl#TransitiveProperty,causally downstream of or within
http://purl.obolibrary.org/obo/RO_0002428,http://www.w3.org/2002/07/owl#ObjectProperty,involved in regulation of
http://purl.obolibrary.org/obo/RO_0002429,http://www.w3.org/2002/07/owl#ObjectProperty,involved in positive regulation of
http://purl.obolibrary.org/obo/RO_0002430,http://www.w3.org/2002/07/owl#ObjectProperty,involved in negative regulation of
http://purl.obolibrary.org/obo/RO_0002431,http://www.w3.org/2002/07/owl#ObjectProperty,involved in or involved in regulation of
http://purl.obolibrary.org/obo/RO_0002432,http://www.w3.org/2002/07/owl#ObjectProperty,is active in
http://purl.obolibrary.org/obo/RO_0002434,http://www.w3.org/2002/07/owl#ObjectProperty,interacts with
http://purl.obolibrary.org/obo/RO_0002434,http://www.w3.org/2002/07/owl#SymmetricProperty,interacts with
http://purl.obolibrary.org/obo/RO_0002436,http://www.w3.org/2002/07/owl#ObjectProperty,molecularly interacts with
http://purl.obolibrary.org/obo/RO_0002436,http://www.w3.org/2002/07/owl#SymmetricProperty,molecularly interacts with
http://purl.obolibrary.org/obo/RO_0002447,http://www.w3.org/2002/07/owl#ObjectProperty,phosphorylates
http://purl.obolibrary.org/obo/RO_0002448,http://www.w3.org/2002/07/owl#ObjectProperty,directly regulates activity of
http://purl.obolibrary.org/obo/RO_0002449,http://www.w3.org/2002/07/owl#ObjectProperty,directly negatively regulates activity of
http://purl.obolibrary.org/obo/RO_0002450,http://www.w3.org/2002/07/owl#ObjectProperty,directly positively regulates activity of
http://purl.obolibrary.org/obo/RO_0002464,http://www.w3.org/2002/07/owl#ObjectProperty,helper property (not for use in curation)
http://purl.obolibrary.org/obo/RO_0002479,http://www.w3.org/2002/07/owl#ObjectProperty,has part that occurs in
http://purl.obolibrary.org/obo/RO_0002481,http://www.w3.org/2002/07/owl#ObjectProperty,is kinase activity
http://purl.obolibrary.org/obo/RO_0002500,http://www.w3.org/2002/07/owl#ObjectProperty,causal agent in process
http://purl.obolibrary.org/obo/RO_0002501,http://www.w3.org/2002/07/owl#ObjectProperty,causal relation between processes
http://purl.obolibrary.org/obo/RO_0002502,http://www.w3.org/2002/07/owl#ObjectProperty,depends on
http://purl.obolibrary.org/obo/RO_0002506,http://www.w3.org/2002/07/owl#ObjectProperty,causal relation between entities
http://purl.obolibrary.org/obo/RO_0002559,http://www.w3.org/2002/07/owl#ObjectProperty,causally influenced by
http://purl.obolibrary.org/obo/RO_0002563,http://www.w3.org/2002/07/owl#ObjectProperty,interaction relation helper property
http://purl.obolibrary.org/obo/RO_0002564,http://www.w3.org/2002/07/owl#ObjectProperty,molecular interaction relation helper property
http://purl.obolibrary.org/obo/RO_0002566,http://www.w3.org/2002/07/owl#ObjectProperty,causally influences
http://purl.obolibrary.org/obo/RO_0002578,http://www.w3.org/2002/07/owl#ObjectProperty,directly regulates
http://purl.obolibrary.org/obo/RO_0002581,http://www.w3.org/2002/07/owl#AnnotationProperty,is a defining property chain axiom
http://purl.obolibrary.org/obo/RO_0002582,http://www.w3.org/2002/07/owl#AnnotationProperty,is a defining property chain axiom where second argument is reflexive
http://purl.obolibrary.org/obo/RO_0002584,http://www.w3.org/2002/07/owl#ObjectProperty,has part structure that is capable of
http://purl.obolibrary.org/obo/RO_0002595,http://www.w3.org/2002/07/owl#ObjectProperty,causal relation between material entity and a process
http://purl.obolibrary.org/obo/RO_0002596,http://www.w3.org/2002/07/owl#ObjectProperty,capable of regulating
http://purl.obolibrary.org/obo/RO_0002597,http://www.w3.org/2002/07/owl#ObjectProperty,capable of negatively regulating
http://purl.obolibrary.org/obo/RO_0002598,http://www.w3.org/2002/07/owl#ObjectProperty,capable of positively regulating
http://purl.obolibrary.org/obo/RO_0002608,http://www.w3.org/2002/07/owl#ObjectProperty,process has causal agent
http://purl.obolibrary.org/obo/RO_0002629,http://www.w3.org/2002/07/owl#ObjectProperty,directly positively regulates
http://purl.obolibrary.org/obo/RO_0002630,http://www.w3.org/2002/07/owl#ObjectProperty,directly negatively regulates
http://purl.obolibrary.org/obo/RO_0004028,http://www.w3.org/2002/07/owl#ObjectProperty,realized in response to stimulus
http://purl.obolibrary.org/obo/RO_0004031,http://www.w3.org/2002/07/owl#ObjectProperty,enables subfunction
http://purl.obolibrary.org/obo/RO_0004032,http://www.w3.org/2002/07/owl#ObjectProperty,"acts upstream of or within, positive effect"
http://purl.obolibrary.org/obo/RO_0004033,http://www.w3.org/2002/07/owl#ObjectProperty,"acts upstream of or within, negative effect"
http://purl.obolibrary.org/obo/RO_0004034,http://www.w3.org/2002/07/owl#ObjectProperty,"acts upstream of, positive effect"
http://purl.obolibrary.org/obo/RO_0004035,http://www.w3.org/2002/07/owl#ObjectProperty,"acts upstream of, negative effect"
http://purl.obolibrary.org/obo/RO_0004046,http://www.w3.org/2002/07/owl#ObjectProperty,"causally upstream of or within, negative effect"
http://purl.obolibrary.org/obo/RO_0004047,http://www.w3.org/2002/07/owl#ObjectProperty,"causally upstream of or within, positive effect"
http://purl.obolibrary.org/obo/RO_0009501,http://www.w3.org/2002/07/owl#ObjectProperty,realized in response to
http://purl.obolibrary.org/obo/RO_0010001,http://www.w3.org/2002/07/owl#ObjectProperty,generically depends on
http://purl.obolibrary.org/obo/RO_0010002,http://www.w3.org/2002/07/owl#ObjectProperty,is carrier of
http://purl.obolibrary.org/obo/RO_0011002,http://www.w3.org/2002/07/owl#ObjectProperty,regulates activity of
http://purl.obolibrary.org/obo/UO_0000000,http://www.w3.org/2002/07/owl#Class,unit
http://purl.obolibrary.org/obo/UO_0000001,http://www.w3.org/2002/07/owl#Class,length unit
http://purl.obolibrary.org/obo/UO_0000002,http://www.w3.org/2002/07/owl#Class,mass unit
http://purl.obolibrary.org/obo/UO_0000003,http://www.w3.org/2002/07/owl#Class,time unit
http://purl.obolibrary.org/obo/UO_0000004,http://www.w3.org/2002/07/owl#Class,electric current unit
http://purl.obolibrary.org/obo/UO_0000005,http://www.w3.org/2002/07/owl#Class,temperature unit
http://purl.obolibrary.org/obo/UO_0000006,http://www.w3.org/2002/07/owl#Class,substance unit
http://purl.obolibrary.org/obo/UO_0000007,http://www.w3.org/2002/07/owl#Class,luminous intensity unit
http://purl.obolibrary.org/obo/UO_0000008,http://purl.obolibrary.org/obo/UO_0000001,meter
http://purl.obolibrary.org/obo/UO_0000008,http://www.w3.org/2002/07/owl#Class,meter
http://purl.obolibrary.org/obo/UO_0000008,http://www.w3.org/2002/07/owl#NamedIndividual,meter
http://purl.obolibrary.org/obo/UO_0000009,http://purl.obolibrary.org/obo/UO_0000002,kilogram
http://purl.obolibrary.org/obo/UO_0000009,http://www.w3.org/2002/07/owl#Class,kilogram
http://purl.obolibrary.org/obo/UO_0000009,http://www.w3.org/2002/07/owl#NamedIndividual,kilogram
http://purl.obolibrary.org/obo/UO_0000010,http://purl.obolibrary.org/obo/UO_0000003,second
http://purl.obolibrary.org/obo/UO_0000010,http://www.w3.org/2002/07/owl#Class,second
http://purl.obolibrary.org/obo/UO_0000010,http://www.w3.org/2002/07/owl#NamedIndividual,second
http://purl.obolibrary.org/obo/UO_0000011,http://www.w3.org/2002/07/owl#Class,ampere
http://purl.obolibrary.org/obo/UO_0000011,http://www.w3.org/2002/07/owl#NamedIndividual,ampere
http://purl.obolibrary.org/obo/UO_0000012,http://www.w3.org/2002/07/owl#Class,kelvin
http://purl.obolibrary.org/obo/UO_0000012,http://www.w3.org/2002/07/owl#NamedIndividual,kelvin
http://purl.obolibrary.org/obo/UO_0000013,http://www.w3.org/2002/07/owl#Class,mole
http://purl.obolibrary.org/obo/UO_0000013,http://www.w3.org/2002/07/owl#NamedIndividual,mole
http://purl.obolibrary.org/obo/UO_0000014,http://www.w3.org/2002/07/owl#Class,candela
http://purl.obolibrary.org/obo/UO_0000014,http://www.w3.org/2002/07/owl#NamedIndividual,candela
http://purl.obolibrary.org/obo/UO_0000015,http://purl.obolibrary.org/obo/UO_0000001,centimeter
http://purl.obolibrary.org/obo/UO_0000015,http://www.w3.org/2002/07/owl#Class,centimeter
http://purl.obolibrary.org/obo/UO_0000015,http://www.w3.org/2002/07/owl#NamedIndividual,centimeter
http://purl.obolibrary.org/obo/UO_0000016,http://purl.obolibrary.org/obo/UO_0000001,millimeter
http://purl.obolibrary.org/obo/UO_0000016,http://www.w3.org/2002/07/owl#Class,millimeter
http://purl.obolibrary.org/obo/UO_0000016,http://www.w3.org/2002/07/owl#NamedIndividual,millimeter
http://purl.obolibrary.org/obo/UO_0000017,http://purl.obolibrary.org/obo/UO_0000001,micrometer
http://purl.obolibrary.org/obo/UO_0000017,http://www.w3.org/2002/07/owl#Class,micrometer
http://purl.obolibrary.org/obo/UO_0000017,http://www.w3.org/2002/07/owl#NamedIndividual,micrometer
http://purl.obolibrary.org/obo/UO_0000018,http://purl.obolibrary.org/obo/UO_0000001,nanometer
http://purl.obolibrary.org/obo/UO_0000018,http://www.w3.org/2002/07/owl#Class,nanometer
http://purl.obolibrary.org/obo/UO_0000018,http://www.w3.org/2002/07/owl#NamedIndividual,nanometer
http://purl.obolibrary.org/obo/UO_0000019,http://purl.obolibrary.org/obo/UO_0000001,angstrom
http://purl.obolibrary.org/obo/UO_0000019,http://www.w3.org/2002/07/owl#Class,angstrom
http://purl.obolibrary.org/obo/UO_0000019,http://www.w3.org/2002/07/owl#NamedIndividual,angstrom
http://purl.obolibrary.org/obo/UO_0000020,http://www.w3.org/2002/07/owl#Class,picometer
http://purl.obolibrary.org/obo/UO_0000020,http://www.w3.org/2002/07/owl#NamedIndividual,picometer
http://purl.obolibrary.org/obo/UO_0000021,http://purl.obolibrary.org/obo/UO_0000002,gram
http://purl.obolibrary.org/obo/UO_0000021,http://www.w3.org/2002/07/owl#Class,gram
http://purl.obolibrary.org/obo/UO_0000021,http://www.w3.org/2002/07/owl#NamedIndividual,gram
http://purl.obolibrary.org/obo/UO_0000022,http://purl.obolibrary.org/obo/UO_0000002,milligram
http://purl.obolibrary.org/obo/UO_0000022,http://www.w3.org/2002/07/owl#Class,milligram
http://purl.obolibrary.org/obo/UO_0000022,http://www.w3.org/2002/07/owl#NamedIndividual,milligram
http://purl.obolibrary.org/obo/UO_0000023,http://purl.obolibrary.org/obo/UO_0000002,microgram
http://purl.obolibrary.org/obo/UO_0000023,http://www.w3.org/2002/07/owl#Class,microgram
